ID,Block,Population,Tree,Acorn,Coastal_NonCoastal,Region,Distance_from_LS_in_Km,Distance_from_LS_in_mi,Latitude,Longitude,Acorn_Weight,Rooted__Yes_No_,Germited,Julian_Date_Germition,Log_Julian_Date_Germition_,X06_17_19_Height,Early_Growth_rate,X08_19_19_Height,Late_Growth_rate,Height_Growth_Rate,X06_24_19_Diameter,Early_Diameter_rate,Late_diameter_rate,Diameter_Growth_Rate,X06_17_19_Leaves,X06_24_19_Leaves,weight_g,leaf_area_cm2,SLA_cm2_g_,Log_SLA_cm2_g,Survived_Season__1_YES_,Mean_Annual_Temp,Isothermality,Temperature_Seasolity,Max_Temperature_of_Warmest_Month,Min__Temperature_of_Coldest_Month,Annual_Precipitation,Precipitation_of_Wettest_Month,Precipitation_of_Driest_Month,Precipitation_Seasolity__Coefficient_of_Variation_,Precipitation_of_Warmest_Quarter,Precipitation_of_Coldest_Quarter,Hardiness_Zone
649,2,NJ,11,12,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.4306,1,1,151,5.017279837,5.3,,13.3,1.128571429,1.054545455,2.06,0.21,0.026,0.092727273,5,5,0.1602,38.32,239.2009988,5.477304197,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
650,2,FF,14,4,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.7884,1,1,157,5.056245805,8.4,,9.4,0.142857143,,2.03,,0.09,,6,6,0.1626,40.25,247.5399754,5.511572086,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
651,2,FF,8,5,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,6.8022,1,1,147,4.990432587,10.6,2,24.3,1.957142857,1.590909091,3.09,0.3,0.02,0.114545455,4,4,0.1371,28.33,206.6374909,5.330966006,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
652,2,NJ,7,34,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,3.7934,1,1,147,4.990432587,3,0.625,15.5,0.385714286,1.363636364,1.97,,0.092,,1,6,0.1599,37.8,236.3977486,5.465515762,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
653,2,FF,6,4,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.8705,0,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
654,2,NJ,7,30,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.7977,1,1,149,5.003946306,12.7,2.925,21,1.185714286,1.772727273,2.81,0.3475,0.004,0.147272727,5,5,0.1539,35.79,232.5536062,5.449120763,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
655,2,TG,11,24,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.9751,1,1,149,5.003946306,7.9,1.725,19.4,0.928571429,1.454545455,3.09,0.445,0.048,0.135454545,6,11,0.3069,67.25,219.1267514,5.389650336,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
656,2,NJ,11,4,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.2447,0,0,,,,,,,,,,,,,,,,,,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
657,2,SC,9,19,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.9768,1,1,147,4.990432587,9.2,1.7,18,1.171428571,1.145454545,2.88,0.225,0.034,0.098181818,5,6,0.1841,38.42,208.6909288,5.340854348,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
658,2,FF,4,19,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.155,0,1,147,4.990432587,8.4,1.7,14,0.785714286,0.972727273,2.78,0.39,-0.026,0.082727273,5,5,,,,,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
659,2,TG,3,43,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6075,1,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
660,2,GL,9,5,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,6.4793,1,1,149,5.003946306,14.4,3.35,15.3,0.128571429,1.1,2.88,0.3175,-0.022,0.140909091,6,6,0.367,60.71,165.4223433,5.10850186,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
661,2,NJ,7,22,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.5397,1,1,151,5.017279837,17.4,4.3,12.6,0.657142857,1.018181818,2.45,0.3375,0.064,0.12,4,4,0.1361,36.5,268.185158,5.59167763,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
662,2,BS,8,18,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,2.9908,0,0,,,,,,,,,,,,,,,,,,0,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
663,2,TG,1,14,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.8578,1,1,143,4.96284463,6.9,0.55,18.8,0.885714286,1.1,2.63,0.2675,0.002,0.100909091,5,8,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
664,2,BS,7,1,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,4.8347,1,1,157,5.056245805,9,,10.1,0.057142857,,2.34,,-0.022,,6,6,0.2136,40.14,187.9213483,5.236023515,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
665,2,TG,13,14,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.9681,1,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
666,2,JC,4,1,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,4.1801,0,0,,,,,,,,,,,,,,,,,,0,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
667,2,TG,7,33,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.9811,1,1,136,4.912654886,7.7,0.8,18.3,0.214285714,1.109090909,2.84,0.33,-0.1,0.096363636,7,9,0.1262,28.48,225.6735341,5.419089415,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
668,2,TG,11,12,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6305,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
669,2,TG,14,33,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.7777,1,1,143,4.96284463,9.1,0.9,21.5,1.628571429,1.172727273,3.81,0.2925,-0.138,0.060909091,5,5,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
670,2,TG,5,7,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.4569,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
671,2,TG,5,15,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.4512,1,1,143,4.96284463,7.9,1.1,16.5,0.857142857,0.854545455,2.81,0.18,0.086,0.124545455,4,4,0.1432,31.93,222.9748603,5.407059031,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
672,2,TG,6,5,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.341,1,1,164,5.099866428,4.3,,9.5,0,,1.84,,-0.08,,2,7,0.0686,17.61,256.7055394,5.547929667,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
673,2,TG,8,7,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,7.6655,1,1,143,4.96284463,12.7,1.7,24.9,1.371428571,1.218181818,2.85,0.2775,0.016,0.125454545,4,5,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
674,2,FF,11,12,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,2.556,1,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
675,2,MS,9,3,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.1318,1,1,158,5.062595033,7.4,,13.1,0.814285714,1.054545455,2.43,0.2575,0.078,0.091818182,8,10,0.082,20.56,250.7317073,5.524383472,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
676,2,TG,12,6,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.3829,1,1,143,4.96284463,7.3,0.9,7.1,,0.036363636,2.83,0.2275,0.044,0.138181818,4,4,0.3592,61.62,171.5478842,5.144862436,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
677,2,FF,14,8,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.7535,0,1,157,5.056245805,12.3,,22.9,1.5,,2.08,,0.11,,5,5,0.1566,30.43,194.3167305,5.269489459,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
678,2,NJ,1,9,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,3.6081,1,1,157,5.056245805,4.5,,5.2,0.085714286,,1.31,,0.042,,6,6,0.071,16.76,236.056338,5.464070497,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
679,2,FF,1,18,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.9611,0,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
680,2,FF,10,12,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.269,1,1,151,5.017279837,9.5,2.25,14,0.557142857,1.018181818,2.39,0.285,0.104,0.181818182,6,6,0.2488,57.87,232.596463,5.449305034,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
681,2,TG,10,12,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,2.923,1,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
682,2,TG,3,35,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6392,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
683,2,FF,4,27,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.0697,0,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
684,2,TG,12,10,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,2.7154,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
685,2,MS,5,6,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.1062,0,1,159,5.068904202,6.7,,14.7,0.814285714,,1.96,,0.028,,4,6,0.142,32.05,225.7042254,5.419225405,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
686,2,NJ,7,38,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,5.1387,1,1,149,5.003946306,6.4,1.25,17.1,1.485714286,1.363636364,3.01,0.175,0.012,0.054545455,6,6,0.2348,52.21,222.3594549,5.404295238,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
687,2,MS,3,1,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.0192,1,1,164,5.099866428,2.1,,9,0.671428571,,1.25,,0.046,,1,5,0.0778,18.1,232.6478149,5.449525786,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
688,2,FF,10,4,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.0779,1,1,155,5.043425117,2.9,,23.3,1.185714286,2.054545455,2,,0.238,,3,5,0.1483,34.98,235.8732299,5.463294499,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
689,2,SC,10,15,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,5.4269,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
690,2,MS,10,4,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.4081,1,1,159,5.068904202,8,,11.8,0.157142857,,2.13,,-0.054,,5,6,0.1496,32.23,215.4411765,5.372687909,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
691,2,TG,3,11,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.4435,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
692,2,TG,1,10,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6432,1,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
693,2,JC,6,1,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,6.7293,0,0,,,,,,,,,,,,,,,,,,0,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
694,2,TG,2,50,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.404,1,1,151,5.017279837,5.2,,14.5,1.328571429,1.172727273,2.07,0.26,0,0.098181818,7,7,0.1107,30.83,278.5004517,5.629419681,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
695,2,FF,13,8,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,2.7113,0,1,162,5.087596335,6.3,,10.5,0.271428571,,1.96,,0.036,,5,7,0.0919,21.15,230.1414581,5.438694155,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
696,2,MS,9,11,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.7261,1,1,143,4.96284463,8.6,0.8,18.9,0.942857143,0.990909091,3.33,0.29,-0.088,0.076363636,4,4,,,,,0,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
697,2,TG,7,9,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.8322,1,1,143,4.96284463,6.4,0.7,16.8,1.314285714,1.063636364,2.95,0.355,-0.008,0.112727273,3,3,0.2428,59.11,243.4514003,5.494917335,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
698,2,TG,2,10,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.37,1,1,147,4.990432587,8.1,1.4,23.3,1.828571429,1.636363636,2.79,0.2475,0.076,0.127272727,5,5,0.2103,47.09,223.9182121,5.411280861,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
699,2,TG,2,42,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6792,1,1,157,5.056245805,6,,15,1.2,,2.61,,-0.05,,6,6,0.0747,17.42,233.1994645,5.451894158,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
700,2,GL,7,5,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.6515,1,1,149,5.003946306,8,1.675,14.4,0.828571429,1.172727273,1.74,,0.038,,4,4,0.0877,19.71,224.7434436,5.414959501,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
701,2,MS,9,7,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.8293,1,1,151,5.017279837,9.9,2.425,20.4,1.485714286,1.609090909,2.97,0.36,-0.05,0.150909091,8,8,0.117,23.28,198.974359,5.293175967,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
702,2,TG,7,5,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.5901,1,1,155,5.043425117,10.1,,16,0.8,1.245454545,2.08,0.1225,0.062,0.105454545,6,7,0.2299,52.93,230.230535,5.439081133,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
703,2,TG,3,23,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.0851,1,1,155,5.043425117,4.9,,13.7,1.228571429,1.081818182,2.21,0.19,0.008,0.104545455,6,6,0.2047,44.65,218.124084,5.385064094,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
704,2,FF,1,26,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.9965,1,1,149,5.003946306,17.7,4.05,26.6,1.271428571,1.927272727,2.47,0.2175,0.004,0.119090909,5,5,0.0316,10.45,330.6962025,5.801200137,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
705,2,SC,9,7,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.7469,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
706,2,FF,4,11,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.8974,1,1,149,5.003946306,6.5,1.35,11.5,0.642857143,0.836363636,2.14,0.1375,0.094,0.03,2,6,,,,,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
707,2,TG,7,25,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.6036,1,1,143,4.96284463,8.7,1.1,25.4,1.5,1.581818182,2.26,0.1175,0.006,0.075454545,7,7,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
708,2,BS,10,19,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,5.0705,1,1,149,5.003946306,9.3,2.2,13.2,,1.154545455,2.06,,0.122,,,5,0.106,30.98,292.2641509,5.67765802,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
709,2,TG,11,20,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.4576,1,1,143,4.96284463,13.6,3.225,16.2,0.314285714,1.381818182,1.98,,0.078,,,8,0.17,33.56,197.4117647,5.285291724,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
710,2,NJ,5,2,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,5.3661,0,0,,,,,,,,,,,,,,,,,,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
711,2,FF,12,16,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.0241,0,1,162,5.087596335,6.6,,7.3,0.071428571,,1.8,,0.082,,,5,0.1944,42.86,220.473251,5.395776377,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
712,2,TG,9,8,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.1145,0,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
713,2,FF,1,42,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.7319,1,1,151,5.017279837,6,1.45,8.6,0.142857143,0.718181818,2.02,,0.168,,,6,0.0806,15.81,196.1538462,5.278899281,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
714,2,SC,3,1,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,3.0719,0,1,155,5.043425117,5.9,,17,1.5,,1.88,,0.172,,2,6,0.0837,21.23,253.6439665,5.535931577,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
715,2,FF,7,2,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.0851,0,1,157,5.056245805,7,,16.7,1.357142857,,2.02,,0.118,,,5,0.1088,25.29,232.4448529,5.448653005,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
716,2,SC,2,8,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,3.6149,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
717,2,TG,3,51,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.9752,1,1,149,5.003946306,3.2,0.475,7.1,,0.472727273,1.35,,0.126,,,5,,,,,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
718,2,GL,11,4,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,4.2116,0,0,,,,,,,,,,,,,,0.0975,27.64,283.4871795,5.6471669,0,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
719,2,BS,11,4,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,3.9462,1,1,147,4.990432587,2.5,0.375,16.4,1.985714286,1.4,1.19,,0.234,,,,0.18,50.95,283.0555556,5.645643188,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
720,2,JC,5,4,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,2.9366,0,0,,,,,,,,,,,,,,0.0337,11.52,341.8397626,5.834342097,0,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
721,3,NJ,9,3,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,6.4245,1,1,138,4.927253685,10.7,0.375,13.5,0.257142857,0.290909091,2.21,0.1125,-0.108,0.012727273,5,8,0.1568,32.75,208.8647959,5.341687133,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
722,3,TG,7,18,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.7246,1,1,164,5.099866428,2.3,,7.9,0.114285714,,1.42,,0.046,,5,7,0.0925,19.81,214.1621622,5.366733495,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
723,3,JC,1,11,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,2.5466,1,1,162,5.087596335,3.1,,3.9,0.071428571,,1,,0.102,,5,5,,,,,1,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
724,3,FF,9,25,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.9224,1,1,147,4.990432587,8,1.525,14.9,0.914285714,0.672727273,2.23,0.16,-0.04,0.046363636,6,6,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
725,3,NJ,7,35,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.7969,1,1,149,5.003946306,11.4,2.325,18.5,0.928571429,0.818181818,2.14,0.1525,0.044,0.088181818,7,7,0.1407,26.76,190.1918977,5.24803355,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
726,3,TG,1,31,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.2571,1,1,147,4.990432587,9,1.175,15.2,0.814285714,0.581818182,1.95,0.145,0.026,0.055454545,5,5,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
727,3,TG,9,9,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.8568,1,1,155,5.043425117,8.6,,13.1,0.628571429,1.054545455,2.11,0.2425,0.098,0.126363636,8,8,0.0907,19.73,217.5303197,5.382338242,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
728,3,SC,7,12,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.6488,0,1,157,5.056245805,11.3,,15.7,0.628571429,,1.94,0.31,0.024,0.131818182,6,6,0.2247,40.24,179.0832221,5.187850626,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
729,3,BS,8,15,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,3.2798,1,1,149,5.003946306,14.9,3.3,17.6,0.385714286,1.1,2.02,0.1225,0.058,0.076363636,4,4,0.2075,37.2,179.2771084,5.188932701,0,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
730,3,TG,14,2,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.8536,1,1,143,4.96284463,9.5,0.875,18.6,0.171428571,0.909090909,2.09,0.05,-0.018,0.047272727,5,1,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
731,3,TG,9,17,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.7982,1,1,147,4.990432587,0.7,,8.5,,0.2,2.27,0.2175,-0.116,0.054545455,7,7,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
732,3,TG,10,25,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.2128,1,1,147,4.990432587,9.7,1.625,12.5,0.4,0.354545455,2.21,0.175,0.036,0.110909091,4,4,0.0577,10.54,182.6689775,5.207675649,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
733,3,JC,5,1,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,2.427,1,1,147,4.990432587,8.5,1.2,14,0.642857143,0.527272727,1.68,0.1775,0.102,0.111818182,4,4,0.1832,40.38,220.4148472,5.39551144,1,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
734,3,TG,3,24,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.3793,1,1,147,4.990432587,8.5,0.725,8.7,0.028571429,0.036363636,2.26,0.1875,-0.026,0.053636364,6,6,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
735,3,JC,5,5,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,3.7643,1,1,157,5.056245805,7,,7.3,0.028571429,,1.41,,0.094,,5,5,0.0614,16.12,262.5407166,5.570406181,1,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
